"player_name"	"plate_x"	"plate_z"	"pitch_type"	"events"	"description"	"launch_angle"	"launch_speed"	"hc_x"	"hc_y"	"balls"	"strikes"	"type"	"game_year"	"stand"	"woba_value"	"p_throws"	"estimated_ba_using_speedangle"	"estimated_woba_using_speedangle"
"Nolan Arenado"	0.551	0.523	"CH"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	1.4918	1.5772	"FF"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.446	2.6207	"SL"	"field_out"	"hit_into_play"	40	90.5	115.24	67.16	0	2	"X"	2019	"R"	0	"R"	0.013	0.016
"Nolan Arenado"	-0.6548	3.2479	"FF"	NA	"foul"	69	74.4	NA	NA	0	2	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.3019	2.3762	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.6441	2.7019	"FF"	NA	"foul"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.4301	2.5425	"FF"	NA	"foul"	25	73.3	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.626	2.387	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.7523	2.6729	"FF"	"field_out"	"hit_into_play"	69	80	136.35	184.29	3	0	"X"	2019	"R"	0	"R"	0	0
"Hunter Dozier"	1.7195	1.1833	"SL"	NA	"ball"	NA	NA	NA	NA	2	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.1848	4.3187	"FF"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	-1.4066	0.9836	"SI"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.111	1.764	"FF"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	0	2	"S"	2019	"R"	0	"R"	NA	NA
"Manny Machado"	-0.5211	2.8442	"CH"	NA	"foul"	24	103.6	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.2491	3.0797	"FT"	NA	"foul"	45	92.1	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.498	3.6837	"FF"	"field_out"	"hit_into_play"	44	93	174.89	78.93	3	2	"X"	2019	"R"	0	"R"	0.018	0.032
"Buster Posey"	0.3622	3.4098	"FF"	NA	"foul"	56	80.4	NA	NA	3	2	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	1.3186	0.7316	"SL"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.1989	2.9221	"FF"	NA	"foul"	NA	NA	NA	NA	2	1	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.1607	2.7691	"FF"	NA	"foul"	11	81.9	NA	NA	2	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.7728	3.8041	"FF"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-1.5055	2.8844	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-0.2174	1.8399	"SI"	"field_out"	"hit_into_play"	13	80.7	147.46	125.6	1	1	"X"	2019	"R"	0	"R"	0.708	0.674
"Lorenzo Cain"	2.667	1.654	"SI"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-0.2994	2.6055	"SI"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Luis Rengifo"	0.8936	2.7528	"FF"	"field_out"	"hit_into_play"	32	84.1	147.58	60.77	2	2	"X"	2019	"L"	0	"R"	0.008	0.013
"Luis Rengifo"	-0.168	1.6912	"SL"	NA	"foul"	NA	NA	NA	NA	2	2	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	-0.0589	2.6934	"FT"	NA	"foul"	45	91.8	NA	NA	2	2	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	-0.3061	3.7801	"CH"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.3904	2.8038	"FF"	NA	"foul"	23	72	NA	NA	1	1	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	1.017	0.5465	"CU"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.559	2.6116	"FT"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"L"	NA	"R"	NA	NA
"Miguel Cabrera"	-0.1478	1.2033	"FC"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	1	2	"S"	2019	"R"	0	"L"	NA	NA
"Miguel Cabrera"	0.9966	2.1993	"CH"	NA	"foul"	28	64.4	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	1.2047	1.5878	"SI"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	0.5207	1.7228	"FF"	"field_out"	"hit_into_play"	-31	87.1	112.44	159.26	0	2	"X"	2019	"R"	0	"R"	0.063	0.061
"Miguel Cabrera"	0.0849	3.0481	"FF"	NA	"foul"	-13	77.2	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	-0.6243	2.4078	"FF"	NA	"foul"	-9	98.4	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.2853	3.1498	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.3524	1.6657	"SL"	"field_out"	"hit_into_play"	-8	92.9	136.26	143.97	0	2	"X"	2019	"R"	0	"R"	0.232	0.211
"Buster Posey"	-0.5647	2.224	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.3191	1.8554	"SL"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.4334	3.0485	"FT"	"field_out"	"hit_into_play"	38	98.6	205.29	76.27	1	1	"X"	2019	"R"	0	"R"	0.16	0.353
"Manny Machado"	0.3671	1.7149	"FC"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.624	0.987	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.4237	1.6917	"FF"	"single"	"hit_into_play_no_out"	-6	108.9	68.99	104.74	2	1	"X"	2019	"R"	0.9	"R"	0.387	0.352
"Matt Chapman"	-0.3127	1.7794	"CH"	NA	"swinging_strike"	NA	NA	NA	NA	2	0	"S"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.2553	2.4571	"FF"	"field_out"	"hit_into_play"	-15	103.4	110.3	154.01	2	1	"X"	2019	"R"	0	"R"	0.245	0.23
"Matt Chapman"	0.2396	0.4364	"SL"	NA	"blocked_ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-1.2211	2.5776	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	-0.3386	0.8231	"SL"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	-0.2644	1.2665	"SI"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.8945	2.0634	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.2004	3.0165	"FC"	"grounded_into_double_play"	"hit_into_play"	-9	100.7	148.38	170.62	0	1	"X"	2019	"R"	0	"R"	0.292	0.267
"Lorenzo Cain"	-0.0358	2.3105	"FC"	NA	"foul"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.1756	3.2086	"FF"	"field_out"	"hit_into_play"	1	83	116.28	143.36	1	2	"X"	2019	"R"	0	"R"	0.232	0.232
"Buster Posey"	0.6705	1.6657	"FS"	NA	"swinging_strike"	NA	NA	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.9153	1.9925	"FF"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.1246	3.0591	"FF"	NA	"foul"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Joe Panik"	0.1602	2.9937	"FF"	"single"	"hit_into_play_no_out"	3	82.7	144.36	95.33	1	2	"X"	2019	"L"	0.9	"L"	0.282	0.25
"Joe Panik"	-0.1943	3.2102	"SL"	NA	"foul"	37	61.4	NA	NA	1	2	"S"	2019	"L"	NA	"L"	NA	NA
"Joe Panik"	0.2964	2.8959	"FF"	NA	"foul"	32	70.7	NA	NA	1	1	"S"	2019	"L"	NA	"L"	NA	NA
"Joe Panik"	-1.9688	0.5653	"SL"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"L"	NA	"L"	NA	NA
"Joe Panik"	-0.0488	2.1644	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"L"	NA	"L"	NA	NA
"Lorenzo Cain"	0.286	1.9333	"SL"	"field_out"	"hit_into_play"	21	88.4	195.62	97.31	0	2	"X"	2019	"R"	0	"R"	0.366	0.393
"Lorenzo Cain"	-0.6534	2.3632	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.0219	3.2658	"FF"	NA	"foul"	48	71.5	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-0.4612	4.9965	"FF"	"walk"	"ball"	NA	NA	NA	NA	3	1	"B"	2019	"R"	0.7	"R"	NA	NA
"Nolan Arenado"	-0.8744	3.9743	"FF"	NA	"ball"	NA	NA	NA	NA	2	1	"B"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-0.3816	4.3782	"FF"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-0.4059	2.4036	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-1.8812	3.9258	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.2256	0.9684	"SL"	"field_out"	"hit_into_play"	13	83.3	104.56	145.18	1	1	"X"	2019	"R"	0	"R"	0.795	0.744
"Buster Posey"	-0.0119	1.9096	"FT"	NA	"foul"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.2619	1.628	"FC"	"field_out"	"hit_into_play"	-21	82.9	101.74	166.98	1	0	"X"	2019	"R"	0	"L"	0.066	0.06
"Buster Posey"	1.4058	0.1995	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	1.6669	2.6249	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	0.6282	1.8905	"FF"	"field_out"	"hit_into_play"	-11	102.2	116.36	149.16	2	1	"X"	2019	"R"	0	"L"	0.266	0.232
"Hunter Dozier"	-1.3657	0.8061	"KC"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-1.5245	1.7627	"FC"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	1.358	1.7603	"FF"	"walk"	"ball"	NA	NA	NA	NA	3	1	"B"	2019	"L"	0.7	"R"	NA	NA
"Luis Rengifo"	0.1437	2.1562	"FF"	NA	"called_strike"	NA	NA	NA	NA	3	0	"S"	2019	"L"	NA	"R"	NA	NA
"Hunter Dozier"	-0.2937	1.714	"SI"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	1.9113	1.7847	"FF"	NA	"ball"	NA	NA	NA	NA	2	0	"B"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	1.2163	2.5419	"FF"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	1.3675	0.7564	"FS"	NA	"blocked_ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-1.1421	2.2154	"FT"	"field_out"	"hit_into_play"	24	83	49.27	104.43	2	0	"X"	2019	"L"	0	"R"	0.232	0.254
"Joe Panik"	-1.4067	1.8774	"FT"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-1.7209	3.1755	"CU"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Miguel Cabrera"	0.1399	3.229	"FF"	"field_out"	"hit_into_play"	17	100.8	179.72	74.62	1	2	"X"	2019	"R"	0	"L"	0.471	0.598
"Miguel Cabrera"	-0.7593	2.5726	"FF"	NA	"foul"	38	65.3	NA	NA	1	2	"S"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	0.7682	3.2209	"FF"	"field_out"	"hit_into_play"	-17	100.2	144.4	147.2	0	1	"X"	2019	"R"	0	"R"	0.195	0.176
"Miguel Cabrera"	-0.6313	4.0285	"FF"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	-0.7521	2.8034	"CH"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	-0.4779	1.8582	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.6368	2.5106	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	-0.1097	2.7495	"FF"	"field_out"	"hit_into_play"	66	100.4	92.79	147.4	0	1	"X"	2019	"R"	0	"R"	0.005	0.003
"Matt Chapman"	0.194	2.6095	"FF"	NA	"foul"	44	77.5	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.1997	4.6029	"FC"	"walk"	"ball"	NA	NA	NA	NA	3	1	"B"	2019	"R"	0.7	"L"	NA	NA
"Lorenzo Cain"	-1.1316	-0.049	"CH"	NA	"blocked_ball"	NA	NA	NA	NA	2	1	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	-1.0229	2.0405	"FC"	NA	"swinging_strike"	NA	NA	NA	NA	2	0	"S"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.3855	1.1487	"CH"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	-0.8936	1.8275	"FC"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-0.1566	2.6245	"FC"	"field_out"	"hit_into_play"	13	108.2	65.51	72.47	1	0	"X"	2019	"R"	0	"R"	0.818	0.844
"Hunter Dozier"	0.9075	1.3324	"FC"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.7065	1.9843	"FF"	"field_error"	"hit_into_play_no_out"	-9	99.4	105.37	150.03	1	0	"X"	2019	"R"	0.9	"L"	0.26	0.243
"Buster Posey"	-0.6166	1.0356	"CU"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.2743	2.5535	"FT"	"single"	"hit_into_play_score"	3	107.5	50.34	104.95	1	0	"X"	2019	"R"	0.9	"R"	0.568	0.514
"Nolan Arenado"	-0.115	2.2715	"SL"	"field_out"	"hit_into_play"	69	80	114.72	144.78	0	0	"X"	2019	"R"	0	"R"	0	0
"Miguel Cabrera"	1.6438	2.7126	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Joe Panik"	0.7367	1.2815	"CU"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	2	2	"S"	2019	"L"	0	"R"	NA	NA
"Joe Panik"	-0.794	3.3464	"FF"	NA	"foul"	NA	NA	NA	NA	2	2	"S"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-1.5549	2.0515	"CH"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-1.2884	0.373	"CH"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"L"	NA	"R"	NA	NA
"Manny Machado"	0.8877	2.3999	"FT"	"grounded_into_double_play"	"hit_into_play"	2	88	140.16	148.41	0	0	"X"	2019	"R"	0	"L"	0.371	0.335
"Joe Panik"	0.5357	2.8765	"FF"	NA	"foul"	29	65.9	NA	NA	0	1	"S"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-1.1189	2.3021	"CH"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.7562	2.3103	"FC"	"field_out"	"hit_into_play"	29	87.8	159.83	66.35	2	1	"X"	2019	"L"	0	"R"	0.079	0.095
"Luis Rengifo"	0.4545	1.9996	"FC"	NA	"foul"	26	72	NA	NA	2	0	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.9133	1.2658	"FC"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	-1.5133	4.1046	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Matt Chapman"	-0.9016	2.1164	"FC"	"single"	"hit_into_play_no_out"	-17	90.3	121.12	191.82	0	0	"X"	2019	"R"	0.9	"L"	0.16	0.16
"Jose Martinez"	-0.6542	4.0141	"FF"	"strikeout"	"foul_tip"	NA	NA	NA	NA	1	2	"S"	2019	"R"	0	"R"	NA	NA
"Jose Martinez"	-1.0759	3.8173	"FF"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.2917	1.6061	"SL"	NA	"foul"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	-0.6538	2.4629	"FF"	NA	"foul"	44	67.7	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.1836	0.8598	"CU"	"walk"	"ball"	NA	NA	NA	NA	3	2	"B"	2019	"R"	0.7	"L"	NA	NA
"Buster Posey"	0.6388	4.0782	"FF"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-0.3251	0.6785	"CU"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.2593	-0.293	"CU"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.7505	2.6857	"FF"	NA	"foul"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.9277	2.3531	"CU"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.011	3.6528	"FF"	"walk"	"ball"	NA	NA	NA	NA	3	2	"B"	2019	"R"	0.7	"L"	NA	NA
"Miguel Cabrera"	-0.7885	3.4927	"FF"	"walk"	"ball"	NA	NA	NA	NA	3	2	"B"	2019	"R"	0.7	"R"	NA	NA
"Lorenzo Cain"	-0.5614	1.8731	"FC"	NA	"foul"	NA	NA	NA	NA	3	2	"S"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.3706	3.7925	"FT"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-1.4033	0.8893	"FC"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.6864	3.5055	"FF"	NA	"foul"	20	96	NA	NA	2	1	"S"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.0107	1.646	"FF"	NA	"foul"	11	77.5	NA	NA	2	1	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.5196	1.3297	"FT"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-0.8282	1.7916	"CH"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	1.4245	1.8444	"FT"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.3601	3.5078	"CH"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.9818	2.0363	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.5753	2.8323	"FT"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-1.1314	2.4576	"FT"	"single"	"hit_into_play_no_out"	-72	65.5	114.72	181.72	0	1	"X"	2019	"R"	0.9	"R"	0.226	0.211
"Nolan Arenado"	0.3803	2.4287	"FF"	NA	"foul"	46	72.4	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.8621	1.4554	"SL"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	1	2	"S"	2019	"R"	0	"R"	NA	NA
"Hunter Dozier"	1.0017	3.0706	"FF"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.5547	2.1828	"FC"	NA	"foul"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	-1.1497	2.5647	"FF"	"field_out"	"hit_into_play"	-16	87.6	107.46	161.73	1	0	"X"	2019	"R"	0	"L"	0.118	0.119
"Hunter Dozier"	0.8065	2.0215	"FC"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.6187	1.5346	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Joe Panik"	-0.5663	2.7625	"CU"	"field_out"	"hit_into_play"	39	79.3	53.02	125.59	3	2	"X"	2019	"L"	0	"R"	0.021	0.023
"Joe Panik"	1.3386	0.3362	"CU"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-0.0307	2.0091	"FT"	NA	"foul"	NA	NA	NA	NA	2	1	"S"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-3.1421	2.594	"CH"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	0.2241	1.7112	"CH"	NA	"foul"	NA	NA	NA	NA	1	0	"S"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-1.1071	3.1439	"FT"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Matt Chapman"	-0.5124	1.7522	"CU"	"field_out"	"hit_into_play"	45	104.3	54.86	74.65	1	1	"X"	2019	"R"	0	"L"	0.14	0.246
"Matt Chapman"	-0.0295	4.0235	"FF"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	0.0173	2.1118	"FF"	NA	"foul"	60	79.8	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	-0.0381	3.0357	"FF"	"field_out"	"hit_into_play"	43	76.2	188.61	123.71	1	1	"X"	2019	"R"	0	"L"	0.092	0.091
"Luis Rengifo"	0.0327	2.653	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	-0.1485	0.7185	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.3367	3.0187	"FF"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	1	2	"S"	2019	"R"	0	"L"	NA	NA
"Buster Posey"	0.6199	1.882	"CU"	NA	"called_strike"	NA	NA	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	1.454	4.479	"CU"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.3721	2.8097	"FF"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	-0.1159	2.3153	"CH"	"field_out"	"hit_into_play"	4	106.4	136.53	148.41	0	2	"X"	2019	"R"	0	"L"	0.632	0.577
"Manny Machado"	-0.5722	2.8981	"FF"	NA	"foul"	45	81.7	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	-0.7389	2.0236	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.9898	2.0632	"FF"	"walk"	"ball"	NA	NA	NA	NA	3	0	"B"	2019	"R"	0.7	"R"	NA	NA
"Miguel Cabrera"	0.183	1.0352	"FF"	NA	"ball"	NA	NA	NA	NA	2	0	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.2447	1.2773	"FT"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.3631	1.1515	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.0521	1.2629	"FF"	"field_out"	"hit_into_play"	-3	105.5	108.06	150.23	3	2	"X"	2019	"R"	0	"R"	0.442	0.398
"Nolan Arenado"	-0.5704	1.7529	"CH"	NA	"foul"	26	88.3	NA	NA	3	1	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.3376	2.4113	"FT"	NA	"called_strike"	NA	NA	NA	NA	3	0	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.6461	2.7769	"FF"	"single"	"hit_into_play_no_out"	-10	106.8	129.6	88.25	2	1	"X"	2019	"R"	0.9	"L"	0.355	0.315
